date,temp,heat_need
1936-02-01,-2.88,20.88
1936-03-01,1.2,16.8
1936-04-01,2.61,15.39
1936-05-01,7.91,10.09
1936-06-01,10.31,7.6899999999999995
1936-07-01,11.79,6.210000000000001
1936-08-01,12.35,5.65
1936-09-01,9.4,8.6
1936-10-01,1.53,16.47
1936-11-01,0.56,17.44
1936-12-01,-1.76,19.76
1937-01-01,-1.84,19.84
1937-02-01,-0.99,18.99
1937-03-01,-1.54,19.54
1937-04-01,2.6,15.4
1937-05-01,9.0,9.0
1937-06-01,11.76,6.24
1937-07-01,13.44,4.5600000000000005
1937-08-01,12.63,5.369999999999999
1937-09-01,8.75,9.25
1937-10-01,5.67,12.33
1937-11-01,0.03,17.97
1937-12-01,-4.71,22.71
1938-01-01,-3.32,21.32
1938-02-01,-3.44,21.44
1938-03-01,2.49,15.51
1938-04-01,0.33,17.67
1938-05-01,5.81,12.190000000000001
1938-06-01,12.36,5.640000000000001
1938-07-01,12.28,5.720000000000001
1938-08-01,12.13,5.869999999999999
1938-09-01,9.76,8.24
1938-10-01,5.45,12.55
1938-11-01,3.15,14.85
1938-12-01,-4.13,22.13
1939-01-01,-2.11,20.11
1939-02-01,-1.56,19.56
1939-03-01,-3.45,21.45
1939-04-01,4.52,13.48
1939-05-01,4.6,13.4
1939-06-01,11.12,6.880000000000001
1939-07-01,11.87,6.130000000000001
1939-08-01,12.56,5.4399999999999995
1939-09-01,8.79,9.21
1939-10-01,3.66,14.34
1939-11-01,2.34,15.66
1939-12-01,-3.95,21.95
1940-01-01,-6.9,24.9
1940-02-01,-2.72,20.72
1940-03-01,-0.3,18.3
1940-04-01,3.17,14.83
1940-05-01,7.17,10.83
1940-06-01,10.23,7.77
1940-07-01,11.4,6.6
1940-08-01,11.22,6.779999999999999
1940-09-01,9.63,8.37
1940-10-01,4.76,13.24
1940-11-01,0.94,17.06
1940-12-01,-7.17,25.17
1941-01-01,-5.59,23.59
1941-02-01,-3.09,21.09
1941-03-01,0.21,17.79
1941-04-01,1.71,16.29
1941-05-01,4.09,13.91
1941-06-01,11.37,6.630000000000001
1941-07-01,13.93,4.07
1941-08-01,11.08,6.92
1941-09-01,9.03,8.97
1941-10-01,3.65,14.35
1941-11-01,-0.34,18.34
1941-12-01,-3.46,21.46
1942-01-01,-8.26,26.259999999999998
1942-02-01,-6.69,24.69
1942-03-01,1.62,16.38
1942-04-01,3.78,14.22
1942-05-01,7.68,10.32
1942-06-01,11.5,6.5
1942-07-01,12.7,5.300000000000001
1942-08-01,12.91,5.09
1942-09-01,11.48,6.52
1942-10-01,7.67,10.33
1942-11-01,-0.98,18.98
1942-12-01,-1.78,19.78
1943-01-01,-3.23,21.23
1943-02-01,-1.69,19.69
1943-03-01,1.89,16.11
1943-04-01,4.66,13.34
1943-05-01,8.91,9.09
1943-06-01,10.08,7.92
1943-07-01,13.2,4.800000000000001
1943-08-01,14.43,3.5700000000000003
1943-09-01,10.67,7.33
1943-10-01,7.35,10.65
1943-11-01,-0.95,18.95
1943-12-01,-2.21,20.21
1944-01-01,-1.91,19.91
1944-02-01,-6.02,24.02
1944-03-01,-3.45,21.45
1944-04-01,4.84,13.16
1944-05-01,7.67,10.33
1944-06-01,9.91,8.09
1944-07-01,12.7,5.300000000000001
1944-08-01,15.86,2.1400000000000006
1944-09-01,9.02,8.98
1944-10-01,3.66,14.34
1944-11-01,-0.5,18.5
1944-12-01,-4.43,22.43
1945-01-01,-8.83,26.83
1945-02-01,-0.01,18.01
1945-03-01,1.32,16.68
1945-04-01,5.1,12.9
1945-05-01,9.58,8.42
1945-06-01,13.09,4.91
1945-07-01,14.56,3.4399999999999995
1945-08-01,12.02,5.98
1945-09-01,10.22,7.779999999999999
1945-10-01,5.17,12.83
1945-11-01,-0.61,18.61
1945-12-01,-2.76,20.759999999999998
1946-01-01,-4.78,22.78
1946-02-01,-1.32,19.32
1946-03-01,1.2,16.8
1946-04-01,6.23,11.77
1946-05-01,8.53,9.47
1946-06-01,10.03,7.970000000000001
1946-07-01,13.86,4.140000000000001
1946-08-01,12.33,5.67
1946-09-01,10.73,7.27
1946-10-01,4.43,13.57
1946-11-01,0.4,17.6
1946-12-01,-4.75,22.75
1947-01-01,-6.46,24.46
1947-02-01,-4.62,22.62
1947-03-01,0.99,17.01
1947-04-01,6.27,11.73
1947-05-01,9.96,8.04
1947-06-01,13.25,4.75
1947-07-01,15.17,2.83
1947-08-01,15.18,2.8200000000000003
1947-09-01,12.0,6.0
1947-10-01,6.31,11.690000000000001
1947-11-01,2.4,15.6
1947-12-01,-3.07,21.07
1948-01-01,-0.78,18.78
1948-02-01,-2.57,20.57
1948-03-01,3.58,14.42
1948-04-01,4.27,13.73
1948-05-01,9.0,9.0
1948-06-01,10.12,7.880000000000001
1948-07-01,10.47,7.529999999999999
1948-08-01,12.46,5.539999999999999
1948-09-01,9.81,8.19
1948-10-01,6.3,11.7
1948-11-01,2.48,15.52
1948-12-01,-1.82,19.82
1949-01-01,-2.43,20.43
1949-02-01,-1.92,19.92
1949-03-01,-1.89,19.89
1949-04-01,6.61,11.39
1949-05-01,6.63,11.370000000000001
1949-06-01,11.0,7.0
1949-07-01,14.5,3.5
1949-08-01,13.51,4.49
1949-09-01,12.7,5.300000000000001
1949-10-01,7.55,10.45
1949-11-01,-0.3,18.3
1949-12-01,-0.85,18.85
1950-01-01,-3.49,21.490000000000002
1950-02-01,-0.8,18.8
1950-03-01,1.11,16.89
1950-04-01,1.83,16.17
1950-05-01,9.18,8.82
1950-06-01,13.68,4.32
1950-07-01,15.49,2.51
1950-08-01,13.28,4.720000000000001
1950-09-01,9.25,8.75
1950-10-01,5.31,12.690000000000001
1950-11-01,0.55,17.45
1950-12-01,-5.07,23.07
1951-01-01,-2.47,20.47
1951-02-01,-2.53,20.53
1951-03-01,-1.34,19.34
1951-04-01,2.92,15.08
1951-05-01,6.9,11.1
1951-06-01,10.74,7.26
1951-07-01,13.32,4.68
1951-08-01,12.5,5.5
1951-09-01,10.9,7.1
1951-10-01,4.95,13.05
1951-11-01,2.07,15.93
1951-12-01,-1.37,19.37
1952-01-01,-4.8,22.8
1952-02-01,-4.94,22.94
1952-03-01,0.94,17.06
1952-04-01,5.38,12.620000000000001
1952-05-01,8.38,9.62
1952-06-01,12.6,5.4
1952-07-01,15.94,2.0600000000000005
1952-08-01,13.7,4.300000000000001
1952-09-01,6.5,11.5
1952-10-01,4.19,13.809999999999999
1952-11-01,-1.48,19.48
1952-12-01,-3.34,21.34
1953-01-01,-5.94,23.94
1953-02-01,-4.37,22.37
1953-03-01,0.72,17.28
1953-04-01,4.57,13.43
1953-05-01,8.99,9.01
1953-06-01,9.74,8.26
1953-07-01,13.29,4.710000000000001
1953-08-01,12.87,5.130000000000001
1953-09-01,10.73,7.27
1953-10-01,6.79,11.21
1953-11-01,1.74,16.26
1953-12-01,-0.33,18.33
1954-01-01,-6.07,24.07
1954-02-01,-4.22,22.22
1954-03-01,1.02,16.98
1954-04-01,1.79,16.21
1954-05-01,6.68,11.32
1954-06-01,11.21,6.789999999999999
1954-07-01,10.59,7.41
1954-08-01,11.08,6.92
1954-09-01,9.93,8.07
1954-10-01,5.64,12.36
1954-11-01,1.54,16.46
1954-12-01,-0.83,18.83
1955-01-01,-1.94,19.94
1955-02-01,-3.76,21.759999999999998
1955-03-01,-1.95,19.95
1955-04-01,3.27,14.73
1955-05-01,6.56,11.440000000000001
1955-06-01,10.77,7.23
1955-07-01,12.64,5.359999999999999
1955-08-01,11.66,6.34
1955-09-01,8.99,9.01
1955-10-01,3.98,14.02
1955-11-01,-0.05,18.05
1955-12-01,0.08,17.92
1956-01-01,-2.09,20.09
1956-02-01,-11.94,29.939999999999998
1956-03-01,-0.65,18.65
1956-04-01,1.51,16.49
1956-05-01,7.9,10.1
1956-06-01,8.51,9.49
1956-07-01,12.46,5.539999999999999
1956-08-01,10.95,7.050000000000001
1956-09-01,10.88,7.119999999999999
1956-10-01,3.71,14.29
1956-11-01,-1.41,19.41
1956-12-01,-2.64,20.64
1957-01-01,-3.92,21.92
1957-02-01,-0.16,18.16
1957-03-01,3.77,14.23
1957-04-01,3.58,14.42
1957-05-01,4.92,13.08
1957-06-01,11.52,6.48
1957-07-01,12.76,5.24
1957-08-01,11.41,6.59
1957-09-01,8.79,9.21
1957-10-01,5.82,12.18
1957-11-01,1.6,16.4
1957-12-01,-2.58,20.58
1958-01-01,-3.71,21.71
1958-02-01,-0.49,18.49
1958-03-01,-3.32,21.32
1958-04-01,0.74,17.26
1958-05-01,9.83,8.17
1958-06-01,10.24,7.76
1958-07-01,13.22,4.779999999999999
1958-08-01,13.41,4.59
1958-09-01,11.58,6.42
1958-10-01,4.75,13.25
1958-11-01,0.91,17.09
1958-12-01,-1.27,19.27
1959-01-01,-3.69,21.69
1959-02-01,-0.97,18.97
1959-03-01,2.61,15.39
1959-04-01,4.34,13.66
1959-05-01,8.16,9.84
1959-06-01,11.23,6.77
1959-07-01,14.69,3.3100000000000005
1959-08-01,12.28,5.720000000000001
1959-09-01,11.18,6.82
1959-10-01,5.17,12.83
1959-11-01,-0.24,18.24
1959-12-01,-1.38,19.38
1960-01-01,-3.9,21.9
1960-02-01,-1.6,19.6
1960-03-01,1.21,16.79
1960-04-01,3.2,14.8
1960-05-01,8.85,9.15
1960-06-01,11.95,6.050000000000001
1960-07-01,10.8,7.199999999999999
1960-08-01,11.73,6.27
1960-09-01,7.94,10.059999999999999
1960-10-01,4.19,13.809999999999999
1960-11-01,1.63,16.37
1960-12-01,-3.03,21.03
1961-01-01,-3.14,21.14
1961-02-01,0.77,17.23
1961-03-01,1.78,16.22
1961-04-01,6.11,11.89
1961-05-01,6.21,11.79
1961-06-01,11.67,6.33
1961-07-01,11.61,6.390000000000001
1961-08-01,12.29,5.710000000000001
1961-09-01,13.32,4.68
1961-10-01,6.43,11.57
1961-11-01,0.69,17.31
1961-12-01,-1.38,19.38
1962-01-01,-2.4,20.4
1962-02-01,-3.74,21.740000000000002
1962-03-01,-3.48,21.48
1962-04-01,2.81,15.19
1962-05-01,5.61,12.39
1962-06-01,10.06,7.9399999999999995
1962-07-01,12.14,5.859999999999999
1962-08-01,14.25,3.75
1962-09-01,9.66,8.34
1962-10-01,6.12,11.879999999999999
1962-11-01,-1.2,19.2
1962-12-01,-5.39,23.39
1963-01-01,-8.59,26.59
1963-02-01,-7.22,25.22
1963-03-01,-0.93,18.93
1963-04-01,4.14,13.86
1963-05-01,6.75,11.25
1963-06-01,10.67,7.33
1963-07-01,13.87,4.130000000000001
1963-08-01,11.32,6.68
1963-09-01,9.98,8.02
1963-10-01,5.74,12.26
1963-11-01,3.05,14.95
1963-12-01,-4.26,22.259999999999998
1964-01-01,-3.82,21.82
1964-02-01,-1.47,19.47
1964-03-01,-0.8,18.8
1964-04-01,4.48,13.52
1964-05-01,9.24,8.76
1964-06-01,12.34,5.66
1964-07-01,14.57,3.4299999999999997
1964-08-01,12.06,5.9399999999999995
1964-09-01,10.37,7.630000000000001
1964-10-01,3.41,14.59
1964-11-01,2.01,15.99
1964-12-01,-3.25,21.25
1965-01-01,-2.98,20.98
1965-02-01,-6.97,24.97
1965-03-01,-0.63,18.63
1965-04-01,1.7,16.3
1965-05-01,6.7,11.3
1965-06-01,11.41,6.59
1965-07-01,11.37,6.630000000000001
1965-08-01,11.3,6.699999999999999
1965-09-01,7.65,10.35
1965-10-01,6.34,11.66
1965-11-01,-0.15,18.15
1965-12-01,-1.54,19.54
1966-01-01,-5.19,23.19
1966-02-01,1.47,16.53
1966-03-01,-1.48,19.48
1966-04-01,4.69,13.309999999999999
1966-05-01,7.93,10.07
1966-06-01,11.86,6.140000000000001
1966-07-01,11.07,6.93
1966-08-01,11.09,6.91
1966-09-01,11.21,6.789999999999999
1966-10-01,7.55,10.45
1966-11-01,-1.93,19.93
1966-12-01,-2.61,20.61
1967-01-01,-3.69,21.69
1967-02-01,-1.76,19.76
1967-03-01,0.8,17.2
1967-04-01,2.11,15.89
1967-05-01,7.11,10.89
1967-06-01,9.87,8.13
1967-07-01,14.69,3.3100000000000005
1967-08-01,12.55,5.449999999999999
1967-09-01,9.18,8.82
1967-10-01,7.93,10.07
1967-11-01,1.94,16.06
1967-12-01,-4.24,22.240000000000002
1968-01-01,-4.54,22.54
1968-02-01,-2.03,20.03
1968-03-01,0.02,17.98
1968-04-01,4.5,13.5
1968-05-01,6.68,11.32
1968-06-01,10.73,7.27
1968-07-01,12.35,5.65
1968-08-01,10.73,7.27
1968-09-01,8.62,9.38
1968-10-01,7.66,10.34
1968-11-01,1.24,16.76
1968-12-01,-3.86,21.86
1969-01-01,-2.48,20.48
1969-02-01,-5.65,23.65
1969-03-01,-0.39,18.39
1969-04-01,2.62,15.379999999999999
1969-05-01,8.66,9.34
1969-06-01,8.88,9.12
1969-07-01,13.76,4.24
1969-08-01,11.53,6.470000000000001
1969-09-01,10.56,7.4399999999999995
1969-10-01,7.33,10.67
1969-11-01,0.67,17.33
1969-12-01,-6.59,24.59
1970-01-01,-2.86,20.86
1970-02-01,-3.87,21.87
1970-03-01,-3.12,21.12
1970-04-01,0.66,17.34
1970-05-01,6.09,11.91
1970-06-01,11.99,6.01
1970-07-01,12.54,5.460000000000001
1970-08-01,12.65,5.35
1970-09-01,10.83,7.17
1970-10-01,5.19,12.809999999999999
1970-11-01,2.39,15.61
1970-12-01,-3.63,21.63
1971-01-01,-3.98,21.98
1971-02-01,-3.28,21.28
1971-03-01,-4.06,22.06
1971-04-01,5.51,12.49
1971-05-01,8.91,9.09
1971-06-01,9.21,8.79
1971-07-01,14.32,3.6799999999999997
1971-08-01,14.01,3.99
1971-09-01,9.04,8.96
1971-10-01,6.84,11.16
1971-11-01,-0.49,18.49
1971-12-01,-0.59,18.59
1972-01-01,-3.29,21.29
1972-02-01,-0.5,18.5
1972-03-01,1.85,16.15
1972-04-01,2.5,15.5
1972-05-01,6.47,11.530000000000001
1972-06-01,9.59,8.41
1972-07-01,12.28,5.720000000000001
1972-08-01,11.71,6.289999999999999
1972-09-01,6.57,11.43
1972-10-01,4.42,13.58
1972-11-01,1.1,16.9
1972-12-01,-1.85,19.85
1973-01-01,-2.99,20.990000000000002
1973-02-01,-4.39,22.39
1973-03-01,-1.35,19.35
1973-04-01,0.06,17.94
1973-05-01,8.49,9.51
1973-06-01,11.52,6.48
1973-07-01,12.2,5.800000000000001
1973-08-01,14.36,3.6400000000000006
1973-09-01,10.75,7.25
1973-10-01,4.51,13.49
1973-11-01,0.71,17.29
1973-12-01,-2.81,20.81
1974-01-01,-0.29,18.29
1974-02-01,-1.19,19.19
1974-03-01,1.77,16.23
1974-04-01,3.18,14.82
1974-05-01,6.56,11.440000000000001
1974-06-01,9.31,8.69
1974-07-01,12.23,5.77
1974-08-01,13.63,4.369999999999999
1974-09-01,8.96,9.04
1974-10-01,-0.27,18.27
1974-11-01,0.31,17.69
1974-12-01,-0.35,18.35
1975-01-01,-0.09,18.09
1975-02-01,-1.61,19.61
1975-03-01,-1.29,19.29
1975-04-01,2.71,15.29
1975-05-01,7.42,10.58
1975-06-01,9.41,8.59
1975-07-01,13.11,4.890000000000001
1975-08-01,12.99,5.01
1975-09-01,11.56,6.4399999999999995
1975-10-01,4.57,13.43
1975-11-01,0.45,17.55
1975-12-01,-2.24,20.240000000000002
1976-01-01,-2.7,20.7
1976-02-01,-1.26,19.26
1976-03-01,-0.77,18.77
1976-04-01,3.05,14.95
1976-05-01,8.54,9.46
1976-06-01,13.14,4.859999999999999
1976-07-01,13.8,4.199999999999999
1976-08-01,11.12,6.880000000000001
1976-09-01,7.99,10.01
1976-10-01,6.62,11.379999999999999
1976-11-01,0.21,17.79
1976-12-01,-4.26,22.259999999999998
1977-01-01,-2.9,20.9
1977-02-01,-0.3,18.3
1977-03-01,2.71,15.29
1977-04-01,1.83,16.17
1977-05-01,6.8,11.2
1977-06-01,10.19,7.8100000000000005
1977-07-01,12.33,5.67
1977-08-01,11.05,6.949999999999999
1977-09-01,8.55,9.45
1977-10-01,7.21,10.79
1977-11-01,0.41,17.59
1977-12-01,-1.05,19.05
1978-01-01,-3.21,21.21
1978-02-01,-3.26,21.259999999999998
1978-03-01,0.42,17.58
1978-04-01,1.99,16.01
1978-05-01,6.03,11.969999999999999
1978-06-01,9.65,8.35
1978-07-01,11.83,6.17
1978-08-01,11.32,6.68
1978-09-01,9.42,8.58
1978-10-01,5.57,12.43
1978-11-01,1.11,16.89
1978-12-01,-1.03,19.03
1979-01-01,-5.74,23.740000000000002
1979-02-01,-1.8,19.8
1979-03-01,0.36,17.64
1979-04-01,1.18,16.82
1979-05-01,7.16,10.84
1979-06-01,11.5,6.5
1979-07-01,12.65,5.35
1979-08-01,11.31,6.6899999999999995
1979-09-01,9.92,8.08
1979-10-01,6.95,11.05
1979-11-01,0.15,17.85
1979-12-01,-0.45,18.45
1980-01-01,-4.51,22.509999999999998
1980-02-01,-0.76,18.76
1980-03-01,-0.01,18.01
1980-04-01,0.69,17.31
1980-05-01,5.86,12.14
1980-06-01,9.05,8.95
1980-07-01,10.68,7.32
1980-08-01,13.41,4.59
1980-09-01,10.93,7.07
1980-10-01,4.65,13.35
1980-11-01,0.05,17.95
1980-12-01,-3.9,21.9
1981-01-01,-5.06,23.06
1981-02-01,-4.43,22.43
1981-03-01,2.61,15.39
1981-04-01,5.02,12.98
1981-05-01,7.28,10.719999999999999
1981-06-01,11.17,6.83
1981-07-01,11.75,6.25
1981-08-01,13.34,4.66
1981-09-01,10.15,7.85
1981-10-01,5.12,12.879999999999999
1981-11-01,0.48,17.52
1981-12-01,-3.6,21.6
1982-01-01,-1.81,19.81
1982-02-01,-2.39,20.39
1982-03-01,-1.01,19.01
1982-04-01,2.46,15.54
1982-05-01,8.01,9.99
1982-06-01,11.92,6.08
1982-07-01,14.84,3.16
1982-08-01,12.39,5.609999999999999
1982-09-01,11.87,6.130000000000001
1982-10-01,5.34,12.66
1982-11-01,2.3,15.7
1982-12-01,-1.25,19.25
1983-01-01,-0.63,18.63
1983-02-01,-5.04,23.04
1983-03-01,1.04,16.96
1983-04-01,3.71,14.29
1983-05-01,5.7,12.3
1983-06-01,11.83,6.17
1983-07-01,17.35,0.6499999999999986
1983-08-01,13.35,4.65
1983-09-01,10.75,7.25
1983-10-01,6.31,11.690000000000001
1983-11-01,1.38,16.62
1983-12-01,-1.64,19.64
1984-01-01,-3.32,21.32
1984-02-01,-4.75,22.75
1984-03-01,-2.3,20.3
1984-04-01,2.18,15.82
1984-05-01,4.92,13.08
1984-06-01,10.28,7.720000000000001
1984-07-01,13.27,4.73
1984-08-01,12.39,5.609999999999999
1984-09-01,8.23,9.77
1984-10-01,6.47,11.530000000000001
1984-11-01,3.38,14.620000000000001
1984-12-01,-1.31,19.31
1985-01-01,-8.05,26.05
1985-02-01,-2.75,20.75
1985-03-01,-1.6,19.6
1985-04-01,3.29,14.71
1985-05-01,7.46,10.54
1985-06-01,9.45,8.55
1985-07-01,14.71,3.289999999999999
1985-08-01,12.91,5.09
1985-09-01,11.83,6.17
1985-10-01,7.08,10.92
1985-11-01,-2.22,20.22
1985-12-01,0.23,17.77
1986-01-01,-3.63,21.63
1986-02-01,-7.49,25.490000000000002
1986-03-01,-0.15,18.15
1986-04-01,1.62,16.38
1986-05-01,9.61,8.39
1986-06-01,11.41,6.59
1986-07-01,13.1,4.9
1986-08-01,12.77,5.23
1986-09-01,10.51,7.49
1986-10-01,7.4,10.6
1986-11-01,2.08,15.92
1986-12-01,-1.85,19.85
1987-01-01,-6.03,24.03
1987-02-01,-2.26,20.259999999999998
1987-03-01,-3.22,21.22
1987-04-01,4.47,13.530000000000001
1987-05-01,5.11,12.89
1987-06-01,9.51,8.49
1987-07-01,13.56,4.4399999999999995
1987-08-01,13.11,4.890000000000001
1987-09-01,12.95,5.050000000000001
1987-10-01,7.29,10.71
1987-11-01,1.46,16.54
1987-12-01,0.33,17.67
1988-01-01,-0.32,18.32
1988-02-01,-2.73,20.73
1988-03-01,-1.43,19.43
1988-04-01,4.57,13.43
1988-05-01,9.06,8.94
1988-06-01,10.58,7.42
1988-07-01,13.66,4.34
1988-08-01,13.78,4.220000000000001
1988-09-01,10.01,7.99
1988-10-01,7.68,10.32
1988-11-01,0.22,17.78
1988-12-01,-0.86,18.86
1989-01-01,-0.66,18.66
1989-02-01,0.11,17.89
1989-03-01,3.31,14.69
1989-04-01,2.54,15.46
1989-05-01,9.21,8.79
1989-06-01,10.43,7.57
1989-07-01,14.08,3.92
1989-08-01,13.34,4.66
1989-09-01,9.99,8.01
1989-10-01,7.06,10.940000000000001
1989-11-01,0.61,17.39
1989-12-01,0.18,17.82
1990-01-01,-1.67,19.67
1990-02-01,2.1,15.9
1990-03-01,2.76,15.24
1990-04-01,2.52,15.48
1990-05-01,9.79,8.21
1990-06-01,10.69,7.3100000000000005
1990-07-01,14.06,3.9399999999999995
1990-08-01,14.31,3.6899999999999995
1990-09-01,9.4,8.6
1990-10-01,7.85,10.15
1990-11-01,0.4,17.6
1990-12-01,-3.79,21.79
1991-01-01,-2.03,20.03
1991-02-01,-4.57,22.57
1991-03-01,3.08,14.92
1991-04-01,2.38,15.620000000000001
1991-05-01,4.84,13.16
1991-06-01,10.15,7.85
1991-07-01,15.24,2.76
1991-08-01,15.32,2.6799999999999997
1991-09-01,12.28,5.720000000000001
1991-10-01,5.04,12.96
1991-11-01,0.74,17.26
1991-12-01,-2.71,20.71
1992-01-01,-2.45,20.45
1992-02-01,-1.44,19.44
1992-03-01,1.33,16.67
1992-04-01,3.66,14.34
1992-05-01,10.05,7.949999999999999
1992-06-01,10.81,7.1899999999999995
1992-07-01,14.38,3.619999999999999
1992-08-01,16.19,1.8099999999999987
1992-09-01,10.35,7.65
1992-10-01,3.94,14.06
1992-11-01,3.25,14.75
1992-12-01,-1.35,19.35
1993-01-01,-0.04,18.04
1993-02-01,-2.68,20.68
1993-03-01,-0.13,18.13
1993-04-01,5.04,12.96
1993-05-01,9.56,8.44
1993-06-01,12.09,5.91
1993-07-01,12.41,5.59
1993-08-01,13.84,4.16
1993-09-01,8.84,9.16
1993-10-01,4.77,13.23
1993-11-01,-1.04,19.04
1993-12-01,-0.5,18.5
1994-01-01,-1.44,19.44
1994-02-01,-1.94,19.94
1994-03-01,4.33,13.67
1994-04-01,2.43,15.57
1994-05-01,8.72,9.28
1994-06-01,12.17,5.83
1994-07-01,16.56,1.4400000000000013
1994-08-01,15.01,2.99
1994-09-01,9.73,8.27
1994-10-01,6.18,11.82
1994-11-01,4.75,13.25
1994-12-01,0.11,17.89
1995-01-01,-3.79,21.79
1995-02-01,0.64,17.36
1995-03-01,-1.15,19.15
1995-04-01,4.28,13.719999999999999
1995-05-01,8.05,9.95
1995-06-01,9.86,8.14
1995-07-01,16.09,1.9100000000000001
1995-08-01,13.0,5.0
1995-09-01,7.63,10.370000000000001
1995-10-01,9.4,8.6
1995-11-01,0.68,17.32
1995-12-01,-2.32,20.32
1996-01-01,-1.26,19.26
1996-02-01,-4.31,22.31
1996-03-01,-1.11,19.11
1996-04-01,4.62,13.379999999999999
1996-05-01,8.0,10.0
1996-06-01,12.67,5.33
1996-07-01,12.83,5.17
1996-08-01,12.41,5.59
1996-09-01,7.08,10.92
1996-10-01,5.83,12.17
1996-11-01,0.96,17.04
1996-12-01,-2.22,20.22
1997-01-01,-2.26,20.259999999999998
1997-02-01,0.4,17.6
1997-03-01,3.08,14.92
1997-04-01,3.09,14.91
1997-05-01,8.8,9.2
1997-06-01,11.14,6.859999999999999
1997-07-01,12.23,5.77
1997-08-01,14.98,3.0199999999999996
1997-09-01,11.99,6.01
1997-10-01,6.05,11.95
1997-11-01,1.76,16.24
1997-12-01,-1.05,19.05
1998-01-01,-1.65,19.65
1998-02-01,1.01,16.99
1998-03-01,0.95,17.05
1998-04-01,3.38,14.620000000000001
1998-05-01,9.5,8.5
1998-06-01,12.56,5.4399999999999995
1998-07-01,14.22,3.7799999999999994
1998-08-01,14.38,3.619999999999999
1998-09-01,9.44,8.56
1998-10-01,5.63,12.370000000000001
1998-11-01,-1.85,19.85
1998-12-01,-2.05,20.05
1999-01-01,-1.46,19.46
1999-02-01,-4.18,22.18
1999-03-01,1.36,16.64
1999-04-01,3.7,14.3
1999-05-01,10.37,7.630000000000001
1999-06-01,10.79,7.210000000000001
1999-07-01,14.32,3.6799999999999997
1999-08-01,13.76,4.24
1999-09-01,12.23,5.77
1999-10-01,6.46,11.54
1999-11-01,-0.77,18.77
1999-12-01,-2.12,20.12
2000-01-01,-3.4,21.4
2000-02-01,-0.42,18.42
2000-03-01,1.3,16.7
2000-04-01,4.96,13.04
2000-05-01,10.19,7.8100000000000005
2000-06-01,13.4,4.6
2000-07-01,11.57,6.43
2000-08-01,14.67,3.33
2000-09-01,11.09,6.91
2000-10-01,6.56,11.440000000000001
2000-11-01,1.48,16.52
2000-12-01,0.46,17.54
2001-01-01,-2.06,20.06
2001-02-01,-1.02,19.02
2001-03-01,2.77,15.23
2001-04-01,2.23,15.77
2001-05-01,10.54,7.460000000000001
2001-06-01,10.78,7.220000000000001
2001-07-01,14.12,3.880000000000001
2001-08-01,14.99,3.01
2001-09-01,7.16,10.84
2001-10-01,9.63,8.37
2001-11-01,0.13,17.87
2001-12-01,-3.81,21.81
2002-01-01,-1.91,19.91
2002-02-01,0.95,17.05
2002-03-01,2.5,15.5
2002-04-01,4.23,13.77
2002-05-01,8.08,9.92
2002-06-01,14.44,3.5600000000000005
2002-07-01,13.63,4.369999999999999
2002-08-01,13.03,4.970000000000001
2002-09-01,8.84,9.16
2002-10-01,6.34,11.66
2002-11-01,2.65,15.35
2002-12-01,0.15,17.85
2003-01-01,-3.79,21.79
2003-02-01,-5.02,23.02
2003-03-01,2.8,15.2
2003-04-01,4.39,13.61
2003-05-01,10.02,7.98
2003-06-01,17.34,0.6600000000000001
2003-07-01,15.4,2.5999999999999996
2003-08-01,17.89,0.10999999999999943
2003-09-01,10.56,7.4399999999999995
2003-10-01,3.48,14.52
2003-11-01,2.9,15.1
2003-12-01,-1.1,19.1
2004-01-01,-2.99,20.990000000000002
2004-02-01,-1.66,19.66
2004-03-01,-0.04,18.04
2004-04-01,4.32,13.68
2004-05-01,7.23,10.77
2004-06-01,12.0,6.0
2004-07-01,13.58,4.42
2004-08-01,14.04,3.960000000000001
2004-09-01,11.17,6.83
2004-10-01,7.99,10.01
2004-11-01,0.85,17.15
2004-12-01,-1.68,19.68
2005-01-01,-3.44,21.44
2005-02-01,-5.88,23.88
2005-03-01,0.67,17.33
2005-04-01,4.44,13.559999999999999
2005-05-01,9.14,8.86
2005-06-01,13.75,4.25
2005-07-01,13.95,4.050000000000001
2005-08-01,11.97,6.029999999999999
2005-09-01,11.27,6.73
2005-10-01,7.92,10.08
2005-11-01,0.4,17.6
2005-12-01,-4.3,22.3
2006-01-01,-4.43,22.43
2006-02-01,-3.38,21.38
2006-03-01,-1.09,19.09
2006-04-01,4.17,13.83
2006-05-01,8.57,9.43
2006-06-01,13.27,4.73
2006-07-01,17.69,0.3099999999999987
2006-08-01,10.45,7.550000000000001
2006-09-01,13.14,4.859999999999999
2006-10-01,9.27,8.73
2006-11-01,3.71,14.29
2006-12-01,0.02,17.98
2007-01-01,0.38,17.62
2007-02-01,0.96,17.04
2007-03-01,1.31,16.69
2007-04-01,8.95,9.05
2007-05-01,9.7,8.3
2007-06-01,12.65,5.35
2007-07-01,13.41,4.59
2007-08-01,12.88,5.119999999999999
2007-09-01,8.91,9.09
2007-10-01,5.97,12.030000000000001
2007-11-01,-0.09,18.09
2007-12-01,-2.29,20.29
2008-01-01,-0.19,18.19
2008-02-01,0.3,17.7
2008-03-01,-0.11,18.11
2008-04-01,3.17,14.83
